0,182,2
0,187,2
0,1079,2
0,540,2
0,4198,2
0,3019,2
0,4881,2
0,1431,2
0,4404,2
0,4684,2
1,2015,2
1,3421,2
1,5544,2
1,182,2
1,5514,2
1,1850,2
1,5030,2
1,570,2
1,2815,2
1,377,2
2,1164,2
2,2623,2
2,3321,2
2,3801,2
2,383,2
2,2112,2
2,1480,2
2,3734,2
2,408,2
2,2173,2
3,1762,2
3,1657,2
3,1448,2
3,1164,2
3,2141,2
3,3395,2
3,4652,2
3,2015,2
3,377,2
3,2112,2
4,383,2
4,2623,2
4,3801,2
4,1480,2
4,1242,2
4,388,2
4,3321,2
4,5298,2
4,802,2
4,408,2
5,2623,2
5,3321,2
5,2112,2
5,4530,2
5,1832,2
5,1903,2
5,1480,2
5,408,2
5,2173,2
5,3332,2
6,3557,2
6,4729,2
6,1431,2
6,1657,2
6,1762,2
6,5514,2
6,2229,2
6,4198,2
6,4684,2
6,75,2
7,2809,2
7,1079,2
7,2015,2
7,2742,2
7,2946,2
7,2266,2
7,2560,2
7,245,2
7,894,2
7,967,2
8,2235,2
8,306,2
8,4890,2
8,187,2
8,1079,2
8,4881,2
8,2863,2
8,1684,2
8,324,2
8,598,2
9,4133,2
9,2407,2
9,4945,2
9,2655,2
9,1229,2
9,4806,2
9,619,2
9,1619,2
9,3269,2
9,3969,2
10,1752,2
10,5323,2
10,3549,2
10,2104,2
10,2659,2
10,3032,2
10,4664,2
10,3624,2
10,4162,2
10,58,2
11,5323,2
11,2586,2
11,3549,2
11,2030,2
11,5518,2
11,3030,2
11,2104,2
11,5354,2
11,2659,2
11,4162,2
12,4924,2
12,51,2
12,1518,2
12,2109,2
12,2112,2
12,4632,2
12,5082,2
12,3218,2
12,5419,2
12,4326,2
13,3557,2
13,4729,2
13,3163,2
13,1431,2
13,1657,2
13,1762,2
13,2229,2
13,4198,2
13,4684,2
13,75,2
14,383,2
14,1242,2
14,2112,2
14,1480,2
14,408,2
14,5194,2
14,3909,2
14,4245,2
14,5282,2
14,1300,2
15,1431,2
15,1657,2
15,3395,2
15,377,2
15,2112,2
15,3163,2
15,709,2
15,1855,2
15,5293,2
15,1495,2
16,4776,2
16,4924,2
16,1956,2
16,4786,2
16,3218,2
16,1518,2
16,51,2
16,4368,2
16,4326,2
16,3149,2
17,4776,2
17,4924,2
17,1956,2
17,4786,2
17,3359,2
17,2112,2
17,3332,2
17,4025,2
17,4566,2
17,2717,2
18,1480,2
18,3801,2
18,383,2
18,5419,2
18,2623,2
18,2173,2
18,1832,2
18,2112,2
18,3258,2
18,802,2
19,3801,2
19,383,2
19,5419,2
19,2623,2
19,1832,2
19,2112,2
19,3258,2
19,802,2
19,1903,2
19,1164,2
20,3557,2
20,3398,2
20,130,2
20,4227,2
20,1403,2
20,3395,2
20,4731,2
20,3163,2
20,4702,2
20,1762,2
21,1480,2
21,3801,2
21,383,2
21,2623,2
21,2173,2
21,1832,2
21,2112,2
21,3258,2
21,802,2
21,1242,2
22,2623,2
22,3321,2
22,3801,2
22,383,2
22,2112,2
22,4530,2
22,1832,2
22,1480,2
22,959,2
22,4282,2
23,2623,2
23,3321,2
23,3801,2
23,1242,2
23,2112,2
23,4530,2
23,1832,2
23,1480,2
23,3734,2
23,408,2
24,2671,2
24,3178,2
24,3131,2
24,222,2
24,1480,2
24,1457,2
24,522,2
24,1247,2
24,4025,2
24,433,2
25,4890,2
25,2809,2
25,5030,2
25,5128,2
25,1079,2
25,3307,2
25,4503,2
25,2863,2
25,4198,2
25,1084,2
26,4729,2
26,1657,2
26,1762,2
26,4198,2
26,4684,2
26,75,2
26,1079,2
26,2540,2
26,1448,2
26,5194,2
27,1903,2
27,2173,2
27,959,2
27,2112,2
27,4530,2
27,3734,2
27,4245,2
27,3191,2
27,1893,2
27,5419,2
28,383,2
28,408,2
28,3494,2
28,4437,2
28,4619,2
28,590,2
28,812,2
28,4967,2
28,3258,2
28,3091,2
29,645,2
29,3086,2
29,723,2
29,2542,2
29,4210,2
29,5295,2
29,2067,2
29,2822,2
29,2831,2
29,3169,2
30,3317,2
30,645,2
30,3086,2
30,4607,2
30,723,2
30,2542,2
30,3201,2
30,2109,2
30,4210,2
30,1323,2
31,5030,2
31,4198,2
31,2809,2
31,1079,2
31,4684,2
31,2676,2
31,3163,2
31,1951,2
31,4341,2
31,4702,2
32,3178,2
32,2073,2
32,3359,2
32,2159,2
32,3645,2
32,2671,2
32,1516,2
32,4956,2
32,1449,2
32,1247,2
33,2795,2
33,4751,2
33,4096,2
33,987,2
33,3359,2
33,67,2
33,2988,2
33,1247,2
33,3178,2
33,5427,2
34,540,2
34,182,2
34,2015,2
34,2742,2
34,3421,2
34,2809,2
34,1079,2
34,3163,2
34,5514,2
34,3557,2
35,5030,2
35,4198,2
35,4890,2
35,2809,2
35,1079,2
35,4684,2
35,2676,2
35,3163,2
35,3250,2
35,1951,2
36,2922,2
36,403,2
36,2257,2
36,968,2
36,2149,2
36,836,2
36,4915,2
36,3915,2
36,853,2
36,3863,2
37,1038,2
37,2831,2
37,826,2
37,4133,2
37,4179,2
37,3218,2
37,4558,2
37,495,2
37,2916,2
37,5229,2
38,3598,2
38,3329,2
38,5108,2
38,3474,2
38,1642,2
38,62,2
38,3384,2
38,372,2
38,3766,2
38,2428,2
39,3557,2
39,4729,2
39,1762,2
39,1657,2
39,3395,2
39,377,2
39,2112,2
39,1510,2
39,5020,2
39,4198,2
40,3163,2
40,1657,2
40,1762,2
40,4198,2
40,4684,2
40,75,2
40,1079,2
40,2540,2
40,4992,2
40,1448,2
41,2106,2
41,757,2
41,617,2
41,2125,2
41,5203,2
41,127,2
41,3673,2
41,1441,2
41,1643,2
41,5528,2
42,1762,2
42,4729,2
42,377,2
42,4452,2
42,4013,2
42,3557,2
42,2464,2
42,1855,2
42,3395,2
42,3822,2
43,1762,2
43,4729,2
43,377,2
43,4438,2
43,4452,2
43,4013,2
43,3557,2
43,1855,2
43,3151,2
43,3395,2
44,3359,2
44,3178,2
44,1989,2
44,4751,2
44,4096,2
44,987,2
44,3181,2
44,3336,2
44,2795,2
44,2589,2
45,3178,2
45,2073,2
45,3359,2
45,2159,2
45,2671,2
45,1516,2
45,4956,2
45,1449,2
45,1247,2
45,2469,2
46,1480,2
46,3801,2
46,383,2
46,5419,2
46,2623,2
46,2173,2
46,1832,2
46,2112,2
46,3258,2
46,802,2
47,1657,2
47,1164,2
47,3395,2
47,4652,2
47,377,2
47,4198,2
47,1850,2
47,3163,2
47,709,2
47,3151,2
48,3801,2
48,1480,2
48,2112,2
48,383,2
48,5419,2
48,2623,2
48,1487,2
48,3557,2
48,2051,2
48,2173,2
49,2015,2
49,182,2
49,2742,2
